sub_iri,category,o2,sub_label,super_iri,o1,super_label,
http://purl.obolibrary.org/obo/HP_0001107,o_not_o2,hp_no.owl,Ocular albinism,http://purl.obolibrary.org/obo/HP_0001939,hp.owl,Abnormality of metabolism/homeostasis,
http://purl.obolibrary.org/obo/HP_0002679,o_not_o2,hp_no.owl,Abnormality of the sella turcica,http://purl.obolibrary.org/obo/HP_0000271,hp.owl,Abnormality of the face,
http://purl.obolibrary.org/obo/HP_0012099,o_not_o2,hp_no.owl,Abnormality of circulating catecholamine level,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0010976,o_not_o2,hp_no.owl,B lymphocytopenia,http://purl.obolibrary.org/obo/HP_0010975,hp.owl,Abnormal B cell count,
http://purl.obolibrary.org/obo/HP_0030812,o_not_o2,hp_no.owl,Enlarged tonsils,http://purl.obolibrary.org/obo/HP_0025033,hp.owl,Abnormality of digestive system morphology,
http://purl.obolibrary.org/obo/HP_0002896,o_not_o2,hp_no.owl,Neoplasm of the liver,http://purl.obolibrary.org/obo/HP_0100568,hp.owl,Neoplasm of the endocrine system,
http://purl.obolibrary.org/obo/HP_0002991,o_not_o2,hp_no.owl,Abnormality of fibula morphology,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0002992,o_not_o2,hp_no.owl,Abnormality of tibia morphology,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0004023,o_not_o2,hp_no.owl,Sloping radial metaphysis,http://purl.obolibrary.org/obo/HP_0045008,hp.owl,Abnormal shape of the radius,
http://purl.obolibrary.org/obo/HP_0030421,o_not_o2,hp_no.owl,Epididymal neoplasm,http://purl.obolibrary.org/obo/HP_0009714,hp.owl,Abnormality of the epididymis,
http://purl.obolibrary.org/obo/HP_0007374,o_not_o2,hp_no.owl,Atrophy/Degeneration involving the caudate nucleus,http://purl.obolibrary.org/obo/HP_0007369,hp.owl,Atrophy/Degeneration affecting the cerebrum,
http://purl.obolibrary.org/obo/HP_0011389,o_not_o2,hp_no.owl,Functional abnormality of the inner ear,http://purl.obolibrary.org/obo/HP_0031704,hp.owl,Abnormal ear physiology,
http://purl.obolibrary.org/obo/HP_0003964,o_not_o2,hp_no.owl,Osteoporotic forearm bones,http://purl.obolibrary.org/obo/HP_0000939,hp.owl,Osteoporosis,
http://purl.obolibrary.org/obo/HP_0003155,o_not_o2,hp_no.owl,Elevated alkaline phosphatase,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0009270,o_not_o2,hp_no.owl,Stippling of the epiphysis of the proximal phalanx of the 4th finger,http://purl.obolibrary.org/obo/HP_0009247,hp.owl,Abnormality of the epiphysis of the middle phalanx of the 4th finger,
http://purl.obolibrary.org/obo/HP_0000740,o_not_o2,hp_no.owl,Episodic paroxysmal anxiety,http://purl.obolibrary.org/obo/HP_0002666,hp.owl,Pheochromocytoma,
http://purl.obolibrary.org/obo/HP_0000341,o_not_o2,hp_no.owl,Narrow forehead,http://purl.obolibrary.org/obo/HP_0000350,hp.owl,Small forehead,
http://purl.obolibrary.org/obo/HP_0000065,o_not_o2,hp_no.owl,Labial hypertrophy,http://purl.obolibrary.org/obo/HP_0011121,hp.owl,Abnormality of skin morphology,
http://purl.obolibrary.org/obo/HP_0000066,o_not_o2,hp_no.owl,Labial hypoplasia,http://purl.obolibrary.org/obo/HP_0011121,hp.owl,Abnormality of skin morphology,
http://purl.obolibrary.org/obo/HP_0008079,o_not_o2,hp_no.owl,Absent fifth metatarsal,http://purl.obolibrary.org/obo/HP_0040033,hp.owl,Aplasia/Hypoplasia of the fifth metatarsal bone,
http://purl.obolibrary.org/obo/HP_0000319,o_not_o2,hp_no.owl,Smooth philtrum,http://purl.obolibrary.org/obo/HP_0011338,hp.owl,Abnormality of mouth shape,
http://purl.obolibrary.org/obo/HP_0006026,o_not_o2,hp_no.owl,Rounded epiphyses,http://purl.obolibrary.org/obo/HP_0003843,hp.owl,Round epiphyses of the upper limbs,
http://purl.obolibrary.org/obo/HP_0011728,o_not_o2,hp_no.owl,Elbow clonus,http://purl.obolibrary.org/obo/HP_0005262,hp.owl,Abnormality of the synovia,
http://purl.obolibrary.org/obo/HP_0410030,o_not_o2,hp_no.owl,Cleft lip,http://purl.obolibrary.org/obo/HP_0000159,hp.owl,Abnormal lip morphology,
http://purl.obolibrary.org/obo/HP_0100507,o_not_o2,hp_no.owl,Reduced blood folate concentration,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0040165,o_not_o2,hp_no.owl,Periostitis,http://purl.obolibrary.org/obo/HP_0002754,hp.owl,Osteomyelitis,
http://purl.obolibrary.org/obo/HP_0004690,o_not_o2,hp_no.owl,Thickened Achilles tendon,http://purl.obolibrary.org/obo/HP_0011805,hp.owl,Abnormal muscle morphology,
http://purl.obolibrary.org/obo/HP_0010708,o_not_o2,hp_no.owl,1-5 finger syndactyly,http://purl.obolibrary.org/obo/HP_0010710,hp.owl,3-5 finger syndactyly,
http://purl.obolibrary.org/obo/HP_0001138,o_not_o2,hp_no.owl,Optic neuropathy,http://purl.obolibrary.org/obo/HP_0002011,hp.owl,Morphological abnormality of the central nervous system,
http://purl.obolibrary.org/obo/HP_0000307,o_not_o2,hp_no.owl,Pointed chin,http://purl.obolibrary.org/obo/HP_0011338,hp.owl,Abnormality of mouth shape,
http://purl.obolibrary.org/obo/HP_0002219,o_not_o2,hp_no.owl,Facial hypertrichosis,http://purl.obolibrary.org/obo/HP_0000271,hp.owl,Abnormality of the face,
http://purl.obolibrary.org/obo/HP_0009300,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the proximal phalanx of the 4th finger,http://purl.obolibrary.org/obo/HP_0009851,hp.owl,Aplasia/Hypoplasia of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0009822,o_not_o2,hp_no.owl,Aplasia involving forearm bones,http://purl.obolibrary.org/obo/HP_0009823,hp.owl,Aplasia involving bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0007541,o_not_o2,hp_no.owl,Frontal cutaneous lipoma,http://purl.obolibrary.org/obo/HP_0100251,hp.owl,Lipomas of the central neryous system,
http://purl.obolibrary.org/obo/HP_0001144,o_not_o2,hp_no.owl,Orbital cyst,http://purl.obolibrary.org/obo/HP_0000606,hp.owl,Abnormality of the periorbital region,
http://purl.obolibrary.org/obo/HP_0001231,o_not_o2,hp_no.owl,Abnormality of the fingernails,http://purl.obolibrary.org/obo/HP_0001155,hp.owl,Abnormality of the hand,
http://purl.obolibrary.org/obo/HP_0100755,o_not_o2,hp_no.owl,Abnormality of salivation,http://purl.obolibrary.org/obo/HP_0011032,hp.owl,Abnormality of fluid regulation,
http://purl.obolibrary.org/obo/HP_0000063,o_not_o2,hp_no.owl,Fused labia minora,http://purl.obolibrary.org/obo/HP_0011121,hp.owl,Abnormality of skin morphology,
http://purl.obolibrary.org/obo/HP_0004000,o_not_o2,hp_no.owl,Cone-shaped distal radial epiphysis,http://purl.obolibrary.org/obo/HP_0045008,hp.owl,Abnormal shape of the radius,
http://purl.obolibrary.org/obo/HP_0003905,o_not_o2,hp_no.owl,Abnormality of the humeral epiphyseal plate,http://purl.obolibrary.org/obo/HP_0003549,hp.owl,Abnormality of connective tissue,
http://purl.obolibrary.org/obo/HP_0004002,o_not_o2,hp_no.owl,Flattened radial epiphyses,http://purl.obolibrary.org/obo/HP_0045008,hp.owl,Abnormal shape of the radius,
http://purl.obolibrary.org/obo/HP_0001597,o_not_o2,hp_no.owl,Abnormality of the nail,http://purl.obolibrary.org/obo/HP_0040064,hp.owl,Abnormality of limbs,
http://purl.obolibrary.org/obo/HP_0002171,o_not_o2,hp_no.owl,Gliosis,http://purl.obolibrary.org/obo/HP_0001507,hp.owl,Growth abnormality,
http://purl.obolibrary.org/obo/HP_0040126,o_not_o2,hp_no.owl,Abnormal vitamin B12 level,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0004006,o_not_o2,hp_no.owl,Round radial epiphyses,http://purl.obolibrary.org/obo/HP_0045008,hp.owl,Abnormal shape of the radius,
http://purl.obolibrary.org/obo/HP_0006176,o_not_o2,hp_no.owl,Two carpal ossification centers present at birth,http://purl.obolibrary.org/obo/HP_0006067,hp.owl,Multiple carpal ossification centers,
http://purl.obolibrary.org/obo/HP_0003997,o_not_o2,hp_no.owl,Hypoplastic radial head,http://purl.obolibrary.org/obo/HP_0006503,hp.owl,Aplasia/hypoplasia involving forearm bones,
http://purl.obolibrary.org/obo/HP_0004008,o_not_o2,hp_no.owl,Sloping radial epiphyses,http://purl.obolibrary.org/obo/HP_0045008,hp.owl,Abnormal shape of the radius,
http://purl.obolibrary.org/obo/HP_0010180,o_not_o2,hp_no.owl,Triangular shaped phalanges of the toes,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0009821,o_not_o2,hp_no.owl,Forearm undergrowth,http://purl.obolibrary.org/obo/HP_0040073,hp.owl,Abnormal forearm bone morphology,
http://purl.obolibrary.org/obo/HP_0003355,o_not_o2,hp_no.owl,Aminoaciduria,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0000337,o_not_o2,hp_no.owl,Broad forehead,http://purl.obolibrary.org/obo/HP_0002003,hp.owl,Large forehead,
http://purl.obolibrary.org/obo/HP_0003358,o_not_o2,hp_no.owl,Elevated intracellular cystine,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0009129,o_not_o2,hp_no.owl,Upper limb amyotrophy,http://purl.obolibrary.org/obo/HP_0003797,hp.owl,Limb-girdle muscle atrophy,
http://purl.obolibrary.org/obo/HP_0006106,o_not_o2,hp_no.owl,Absent trapezoid bone,http://purl.obolibrary.org/obo/HP_0009823,hp.owl,Aplasia involving bones of the upper limbs,
http://purl.obolibrary.org/obo/HP_0012067,o_not_o2,hp_no.owl,Glycopeptiduria,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0004688,o_not_o2,hp_no.owl,Irregular tarsal bones,http://purl.obolibrary.org/obo/HP_0009132,hp.owl,Abnormal tarsal bone mineral density,
http://purl.obolibrary.org/obo/HP_0006106,o_not_o2,hp_no.owl,Absent trapezoid bone,http://purl.obolibrary.org/obo/HP_0005927,hp.owl,Aplasia/hypoplasia involving bones of the hand,
http://purl.obolibrary.org/obo/HP_0010715,o_not_o2,hp_no.owl,2-5 toe syndactyly,http://purl.obolibrary.org/obo/HP_0010716,hp.owl,3-5 toe syndactyly,
http://purl.obolibrary.org/obo/HP_0410158,o_not_o2,hp_no.owl,Increased level of O-phosphoethanolamine in urine,http://purl.obolibrary.org/obo/HP_0003239,hp.owl,Phosphoethanolaminuria,
http://purl.obolibrary.org/obo/HP_0010092,o_not_o2,hp_no.owl,Triangular shaped proximal phalanx of the hallux,http://purl.obolibrary.org/obo/HP_0010210,hp.owl,Triangular shaped proximal phalanges of the toes,
http://purl.obolibrary.org/obo/HP_0009580,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the proximal phalanx of the 2nd finger,http://purl.obolibrary.org/obo/HP_0009851,hp.owl,Aplasia/Hypoplasia of the proximal phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0012073,o_not_o2,hp_no.owl,Abnormal urinary acylglycine profile,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0005715,o_not_o2,hp_no.owl,Flattened knee epiphyses,http://purl.obolibrary.org/obo/HP_0006500,hp.owl,Abnormality of lower limb epiphysis morphology,
http://purl.obolibrary.org/obo/HP_0025057,o_not_o2,hp_no.owl,Abnormality of olfactory lobe morphology,http://purl.obolibrary.org/obo/HP_0002060,hp.owl,Abnormality of the cerebrum,
http://purl.obolibrary.org/obo/HP_0004679,o_not_o2,hp_no.owl,Large tarsal bones,http://purl.obolibrary.org/obo/HP_0040066,hp.owl,Abnormal morphology of bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0010151,o_not_o2,hp_no.owl,Cone-shaped epiphysis of the 1st metatarsal,http://purl.obolibrary.org/obo/HP_0010579,hp.owl,Cone-shaped epiphysis,
http://purl.obolibrary.org/obo/HP_0005466,o_not_o2,hp_no.owl,Hypoplasia of the frontal bone,http://purl.obolibrary.org/obo/HP_0430000,hp.owl,Abnormality of the frontal bone,
http://purl.obolibrary.org/obo/HP_0000093,o_not_o2,hp_no.owl,Proteinuria,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0011957,o_not_o2,hp_no.owl,Abnormality of the pectoral muscle,http://purl.obolibrary.org/obo/HP_0001435,hp.owl,Abnormality of the shoulder girdle musculature,
http://purl.obolibrary.org/obo/HP_0000348,o_not_o2,hp_no.owl,High forehead,http://purl.obolibrary.org/obo/HP_0002003,hp.owl,Large forehead,
http://purl.obolibrary.org/obo/HP_0010179,o_not_o2,hp_no.owl,Symphalangism affecting the phalanges of the toes,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0008817,o_not_o2,hp_no.owl,Aplastic pubic bones,http://purl.obolibrary.org/obo/HP_0009817,hp.owl,Aplasia involving bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0030935,o_not_o2,hp_no.owl,Abnormality of intestinal smooth muscle morphology,http://purl.obolibrary.org/obo/HP_0003011,hp.owl,Abnormality of the musculature,
http://purl.obolibrary.org/obo/HP_0009759,o_not_o2,hp_no.owl,Neck pterygia,http://purl.obolibrary.org/obo/HP_0000464,hp.owl,Abnormality of the neck,
http://purl.obolibrary.org/obo/HP_0010175,o_not_o2,hp_no.owl,Bullet-shaped toe phalanx,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0004936,o_not_o2,hp_no.owl,Venous thrombosis,http://purl.obolibrary.org/obo/HP_0002597,hp.owl,Abnormality of the vasculature,
http://purl.obolibrary.org/obo/HP_0000306,o_not_o2,hp_no.owl,Abnormality of the chin,http://purl.obolibrary.org/obo/HP_0000153,hp.owl,Abnormality of the mouth,
http://purl.obolibrary.org/obo/HP_0003903,o_not_o2,hp_no.owl,Broad humeral epiphyses,http://purl.obolibrary.org/obo/HP_0003898,hp.owl,Large humeral epiphyses,
http://purl.obolibrary.org/obo/HP_0007968,o_not_o2,hp_no.owl,Remnants of the hyaloid vascular system,http://purl.obolibrary.org/obo/HP_3000036,hp.owl,Abnormality of head blood vessel,
http://purl.obolibrary.org/obo/HP_0004510,o_not_o2,hp_no.owl,Pancreatic islet-cell hyperplasia,http://purl.obolibrary.org/obo/HP_0031071,hp.owl,Abnormal endocrine morphology,
http://purl.obolibrary.org/obo/HP_0003884,o_not_o2,hp_no.owl,Triangular humerus,http://purl.obolibrary.org/obo/HP_0011314,hp.owl,Abnormality of long bone morphology,
http://purl.obolibrary.org/obo/HP_0005407,o_not_o2,hp_no.owl,Decreased proportion of CD4-positive T cells,http://purl.obolibrary.org/obo/HP_0008165,hp.owl,Decreased proportion circulating T-helper cells,
http://purl.obolibrary.org/obo/HP_0020064,o_not_o2,hp_no.owl,Abnormal eosinophil count,http://purl.obolibrary.org/obo/HP_0011893,hp.owl,Abnormal leukocyte count,
http://purl.obolibrary.org/obo/HP_0002037,o_not_o2,hp_no.owl,Inflammation of the large intestine,http://purl.obolibrary.org/obo/HP_0004387,hp.owl,Enterocolitis,
http://purl.obolibrary.org/obo/HP_0003112,o_not_o2,hp_no.owl,Abnormality of serum amino acid level,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0010150,o_not_o2,hp_no.owl,Bracket epiphysis of the 1st metatarsal,http://purl.obolibrary.org/obo/HP_0010578,hp.owl,Bracket epiphyses,
http://purl.obolibrary.org/obo/HP_0031307,o_not_o2,hp_no.owl,Internal carotid artery calcification,http://purl.obolibrary.org/obo/HP_3000062,hp.owl,Abnormal internal carotid artery morphology,
http://purl.obolibrary.org/obo/HP_0006385,o_not_o2,hp_no.owl,Short lower limbs,http://purl.obolibrary.org/obo/HP_0002983,hp.owl,Micromelia,
http://purl.obolibrary.org/obo/HP_0030412,o_not_o2,hp_no.owl,Ileal adenocarcinoma,http://purl.obolibrary.org/obo/HP_0001549,hp.owl,Abnormal ileum morphology,
http://purl.obolibrary.org/obo/HP_0008776,o_not_o2,hp_no.owl,Abnormal renal artery morphology,http://purl.obolibrary.org/obo/HP_0001679,hp.owl,Abnormal aortic morphology,
http://purl.obolibrary.org/obo/HP_0010069,o_not_o2,hp_no.owl,Bullet-shaped 1st metatarsal,http://purl.obolibrary.org/obo/HP_0040066,hp.owl,Abnormal morphology of bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0010149,o_not_o2,hp_no.owl,Absent epiphysis of the 1st metatarsal,http://purl.obolibrary.org/obo/HP_0010577,hp.owl,Absent epiphyses,
http://purl.obolibrary.org/obo/HP_0009437,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the middle phalanx of the 3rd finger,http://purl.obolibrary.org/obo/HP_0009843,hp.owl,Aplasia/Hypoplasia of the middle phalanges of the hand,
http://purl.obolibrary.org/obo/HP_0010715,o_not_o2,hp_no.owl,2-5 toe syndactyly,http://purl.obolibrary.org/obo/HP_0010714,hp.owl,2-4 toe syndactyly,
http://purl.obolibrary.org/obo/HP_0004014,o_not_o2,hp_no.owl,Broad radial epiphyseal plate,http://purl.obolibrary.org/obo/HP_0003846,hp.owl,Wide epiphyseal plates of the upper limbs,
http://purl.obolibrary.org/obo/HP_0008083,o_not_o2,hp_no.owl,2nd-5th toe middle phalangeal hypoplasia,http://purl.obolibrary.org/obo/HP_0010357,hp.owl,Abnormality of the middle phalanx of the 2nd toe,
http://purl.obolibrary.org/obo/HP_0010940,o_not_o2,hp_no.owl,Aplasia/Hypoplasia of the nasal bone,http://purl.obolibrary.org/obo/HP_0009924,hp.owl,Aplasia/Hypoplasia involving the nose,
http://purl.obolibrary.org/obo/HP_0003175,o_not_o2,hp_no.owl,Hypoplastic ischia,http://purl.obolibrary.org/obo/HP_0009816,hp.owl,Lower limb undergrowth,
http://purl.obolibrary.org/obo/HP_0010070,o_not_o2,hp_no.owl,Curved 1st metatarsal,http://purl.obolibrary.org/obo/HP_0040066,hp.owl,Abnormal morphology of bones of the lower limbs,
http://purl.obolibrary.org/obo/HP_0002283,o_not_o2,hp_no.owl,Global brain atrophy,http://purl.obolibrary.org/obo/HP_0100275,hp.owl,Diffuse cerebellar atrophy,
http://purl.obolibrary.org/obo/HP_0004796,o_not_o2,hp_no.owl,Gastrointestinal obstruction,http://purl.obolibrary.org/obo/HP_0025033,hp.owl,Abnormality of digestive system morphology,
http://purl.obolibrary.org/obo/HP_0001440,o_not_o2,hp_no.owl,Metatarsal synostosis,http://purl.obolibrary.org/obo/HP_0003330,hp.owl,Abnormal bone structure,
http://purl.obolibrary.org/obo/HP_0012762,o_not_o2,hp_no.owl,Cerebral white matter atrophy,http://purl.obolibrary.org/obo/HP_0007369,hp.owl,Atrophy/Degeneration affecting the cerebrum,
http://purl.obolibrary.org/obo/HP_0003124,o_not_o2,hp_no.owl,Hypercholesterolemia,http://purl.obolibrary.org/obo/HP_0003077,hp.owl,Hyperlipidemia,
http://purl.obolibrary.org/obo/HP_0010713,o_not_o2,hp_no.owl,1-5 toe syndactyly,http://purl.obolibrary.org/obo/HP_0010715,hp.owl,2-5 toe syndactyly,
http://purl.obolibrary.org/obo/HP_0006156,o_not_o2,hp_no.owl,Ulnar deviation of thumb,http://purl.obolibrary.org/obo/HP_0009603,hp.owl,Deviation of the thumb,
http://purl.obolibrary.org/obo/HP_0009600,o_not_o2,hp_no.owl,Flexion contracture of thumb,http://purl.obolibrary.org/obo/HP_0005262,hp.owl,Abnormality of the synovia,
http://purl.obolibrary.org/obo/HP_0410003,o_not_o2,hp_no.owl,Cleft maxillary alveolus,http://purl.obolibrary.org/obo/HP_0011842,hp.owl,Abnormality of skeletal morphology,
http://purl.obolibrary.org/obo/HP_0005819,o_not_o2,hp_no.owl,Short middle phalanx of finger,http://purl.obolibrary.org/obo/HP_0003026,hp.owl,Short long bone,
http://purl.obolibrary.org/obo/HP_0006208,o_not_o2,hp_no.owl,Metaphyseal cupping of proximal phalanges,http://purl.obolibrary.org/obo/HP_0010184,hp.owl,Abnormality of toe proximal phalanx,
http://purl.obolibrary.org/obo/HP_0010381,o_not_o2,hp_no.owl,Abnormality of the middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/HP_0010336,hp.owl,Abnormality of the phalanges of the 4th toe,
http://purl.obolibrary.org/obo/HP_0003173,o_not_o2,hp_no.owl,Hypoplastic pubic bone,http://purl.obolibrary.org/obo/HP_0009816,hp.owl,Lower limb undergrowth,
http://purl.obolibrary.org/obo/HP_0010301,o_not_o2,hp_no.owl,Spinal dysraphism,http://purl.obolibrary.org/obo/HP_0008438,hp.owl,Vertebral arch anomaly,
http://purl.obolibrary.org/obo/HP_0003563,o_not_o2,hp_no.owl,Decreased LDL cholesterol concentration,http://purl.obolibrary.org/obo/HP_0004364,hp.owl,Abnormality of nitrogen compound homeostasis,
http://purl.obolibrary.org/obo/HP_0003031,o_not_o2,hp_no.owl,Ulnar bowing,http://purl.obolibrary.org/obo/HP_0040071,hp.owl,Abnormal morphology of ulna,
http://purl.obolibrary.org/obo/HP_0005645,o_not_o2,hp_no.owl,Intervertebral disk calcification,http://purl.obolibrary.org/obo/HP_0100593,hp.owl,Calcification of cartilage,
http://purl.obolibrary.org/obo/HP_0004188,o_not_o2,hp_no.owl,Abnormal 4th finger morphology,http://purl.obolibrary.org/obo/HP_0005922,hp.owl,Abnormal hand morphology,
http://purl.obolibrary.org/obo/HP_0011911,o_not_o2,hp_no.owl,Abnormality of metacarpophalangeal joint,http://purl.obolibrary.org/obo/HP_0005262,hp.owl,Abnormality of the synovia,
http://purl.obolibrary.org/obo/HP_0032164,o_not_o2,hp_no.owl,Increased blood folate concentration,http://purl.obolibrary.org/obo/HP_0002157,hp.owl,Azotemia,
